text,true_star,pred_star,absolute_error
"Friendly staff, and good food. Not amazing, but good and at a fair price. I came here for the Ethiopian food, so I can't comment on the coffee shop aspect.",3,5,2
"Tamarind chicken had too much fish sauce, and Bahn Mi was inauthentic. The waitress was sweet, and the decor was calm and interesting. Nice spot to grab a drink at the bar, and listen to some chill music.",2,4,2
"I was hankering for a top notch burger and decided to stop by here with a friend since I live in the neighborhood and have biked by many times. I'm nervous at times when a restaurant is listed as casual attire - just how casual? Upon my trips past this place since it has opened I've seen nothing but seemingly businessmen and women packed to the gills inside, so I have the ever present fear of embarrassing street-denial. Don't be worried - neither the host nor our server lost a beat upon seeing my wonderful bright purple shirt and camo shorts. If there was one aspect of dinner I was truly impressed by, it was the service. Our server was absolutely delightful and provided one of the best experiences I've had on that end in a while. Informative, prompt and with a great sense of humor, you absolutely cannot beat good service. We sat outside, which is always a plus if offered, but Fairmount Ave is a little noisy at night time, and especially so during the warmer months. I was not a fan of the rickety tables and cheap, thin-metal chairs. For food we were absolutely set on the Hickory Burgers, as neither of us had been to Rouge. Unfortunately, like everyone else in the city we had read the LaBan review from last week, and they were regrettably out. We opted to share the NY Strip and Roasted Pork Tenderloin instead. I was unimpressed with the NY Strip. It was cooked to temperature, and exceptionally moist and juicy, but seemingly lacked seasoning. The butter was good, but in a city where you can get steaks anywhere I always seem to have hit-or-miss experiences with them at all but the premier ""we do steaks"" places. The frites accompanying were crisp and salted just enough, but were not altogether memorable. If I'm going for a straight taste of the meat, I might seek out the Steak Tartare I saw on the menu if it's around next visit. The pork loin was also cooked very well, and I thought it was a better dish - cheaper, too. The sweet potato puree and Swiss chard seemed at odds, but the dish did work well together. We didn't BYO anything but I wish we would have. I'm a little sad, actually, to hear of their imminent acquisition of a liquor license as I do love the BYOs around the city, and this place seems perfect for one, especially with the PLCB store right on the next block down the street. I will be returning, at a minimum to have a burger, but also probably to try their seafood dishes, which seem to have more positive reviews in general. I suppose I had just suffered too large a blow hearing about the lack of burgers, and maybe that spoiled my enthusiasm on this visit.",4,2,2
"Stopped here on my lunch break and spent the majority of my time in line waiting to order my food as the cashier was moving like a snail; and no they weren't busy, just slow. They have a wide variety of menu options to order from, which is pretty cool. I ended up ordering the fish over rice platter which I'd say was a 4-10. The rice tasted old in my opinion but the cucumber salad and pita was pretty good,I should've just gotten that. All in all this place has room for improvement if they hired more cashiers things would be smooth sailing.",1,3,2
OMG my school went here on a class trip in middle school! It was the first and last time I've been to the Market. I wandered around with a few classmates and we ate Chinese food for lunch and matriculated throughout the place until I felt like I found out what it would be like to be an ant in an ant farm. There was even a news story going on and we tried to be in the background but the chick who was the reporter shooed us away. This was one of many fun class trips to Philly that serve as reminders of why I love New Jersey.,4,2,2
"They have signs on every window stating ""Open 24 hours"" so perhaps they had a transition phase. The service was much better this time, the food was the same (decent) and the coffee lukewarm. Don't get the lemon meringue pie.",3,1,2
"This place is OK. If you're not from Philly and you've never orderd a steak be prepared to be scrutinized. Wit means you want cheese wiz. American means you want American cheese. The lady who works there will give you the eye and make you feel like your'e from another planet if you don't do it correctly. I wonder if she stops to think that without tourist and out of towers, this place wouldn't be open. Even with all that, I've had much better cheesesteaks....outside of Philly. This place looks like it should be in Vegas it's lit up like a christmas tree. If you go in the winter, be prepated to freeze your buns off; it's outside seating only. Go next door to the Yogurt shop and get a coffee and eat your steak in warmth,",3,1,2
Blonde bartender spent more time on her phone than tending the bar. Food was ok. Not worth another visit.,1,3,2
"We had a great experience here on a Friday night in April. Philadelphia is the central location to meet when my college friends and I get together, but we've done Center City so many times, sometimes it's just not worth the hassle. We chose Manayunk, and particularly the Goat's Beard, to try something new and a hopefully find a spot where you could heard conversation. It helped that we were there the weekend preceeding Easter - most college kids were home, so the town was a bit quieter. There's a paid parking lot across down a block and across the street - Venice Island. It was $8 for the evening until midnight. We walked in around 9:30 and the bar was pretty full, but there was still room to move around. We found the hostess' stand, but it was the manager who came, greeted us, and seated us at a high-top table just next to the bar. The Goat's Beard has an EXTENSIVE cocktail list. I tried three of the signature drinks - The Goat's Beard, the Old Fashioned, and the Town & County (which was the best of the three - made with maple syrup, rye, antica, and rhubarb bitters). Prices were about $9/drink. Non-signature drinks were around $6 and beer around $4. Best part of the night? Acoustic guitarist who set up shop not far from us, covering my favorite early-2000's acoustic/alternative bands. It was like my favorite station on Pandora - but live!! Can't attest to the food - we just imbibed in the extensive drink menu! Goat's Beard is the place to go in Manayunk for late-twenties/early-thirty-something-year olds. If I lived nearby, I'd be there every weekend.",5,3,2
"It's my favorite place in all of Philadelphia. I don't go out often (maybe 2x a week), but when I do, this place is always in the conversation. Uhhh, I'm kidding. I'm here at least once a week if not more and it's no longer part of the 2x a week conversation. I'm a regular. At least half a dozen people know my name. I love the booths around the bar. Great for inconspicuous people watching. Menu (ranked in order) Gambas - dip your bread in the sauce Mussels - dip your bread in the sauce Chicken Pimientos - dip your bread in the sauce Pan con Tomate - do not share Albondigas - dip your bread in the sauce Bravas - dip your bread in the sauce Potato Tortilla - do not share Croquettes - ok to share Empanadas - ok to share Broccoli Rabe - ok to share Calamari - ok to share I order the Gambas and the Bravas every time I'm here. I didn't even list the charcuterie. They have a build your own option which I go for once a month or so. Menu is quite descriptive on flavor profiles, which is great for the cheese portion of the menu. My cocktail of choice is the Whisky Root. The ginger bits are everything! It just makes me feel like I'm being healthy you know? I love it here...",5,3,2
"If I was rating the natural wine list, it would be a 5. Great selection of tasty wines at what I believe are fair prices. A++++ there. That said, I had incredibly high expectations for the pizzas, but they were not met and certainly were not exceeded. Now let me preface this with this... we make a lot of pizza at home and have spent a few years mastering our own Neapolitan-style dough. We also make our own sauce and dabble in many toppings, so we are not traditional pizza lovers so to speak. The Eeva pizzas both look and sound delicious - and I love the topping selections that were offered at the time of our visit (shout out to Charlito's salami picante which I am quite obsessed with - that and their chorizo). Loved the space. Service was great. Loved the ricotta. And did I say I loved the wine list? With it being a pizza-focused place, though, I may come back someday, but I am not itching to.",3,5,2
"Very nice service, vibe, music (which isn't too loud), and food was good! The people in my party liked their food, which ranged from the veggie burger, the brisket, the fish & chips, and more. I had asked to substitute my cole slaw for veggies, but the waiter had said the cole slaw was a small thing, so I just said nevermind not a problem! And then when my plate came out, I had a side of veggies! I thought maybe I might be charged for an extra side by when I checked the bill at the end of the meal, the veggies were nowhere to be found :) So thank you to the kind waiter for being awesome about telling us the history of the restaurant, being patient about our menu question and food choices, and for giving me my veggies! I'm no Philly local, but I thought this place was fairly priced with good food and nice atmosphere. Definitely recommend for both locals and visitors!",5,3,2
"The service out shined the food by far. Everyone we encountered was so attentive, knowledgeable, and personable. It seemed like they sincerely enjoyed working there. The food was incredibly over salted to the point where I was going through water like a fish. I could only eat 1/3rd of my suckling pig. Definitely not impressed.",3,1,2
"Finally, Philly has caught on and followed NYC in the endeavor of starting restos like this...c'mon, you know yuppies love tapas. Duh. I've been to Barcelona and eaten the best of the best tapas...so this review may not be fair...but to be honest, the food here was actually good. Octopus was on point. Croquetas were deelish. Iberian ham was like butta'. Olives and cheese plate was status quo. The cava wine was refreshing. Lots and lots of chicks in groups. Lots of dates all around. But where are the latin servers? Are there no hispanic people in Philly?",3,5,2
"I've been thinking about writing this review for quite a while. The reason I've been putting it off has been the inconsistency of my experience at this market. In the past 6 months, I may have bought 5 hoagies for lunch here. The quality of each has ranged from inedible to lately two of the best italian hoagies I have ever had. Coincidentally, the last 2 hoagies I purchased during our last 2 snowstorms and the shop wasn't busy. On a normal day the line to order may be 20 people deep at times. So rather than tempt fate I will continue to make this my go to choice during blizzards and limit my culinary range to the italian hoagie.",3,5,2
"So, to be clear, our take-out tacos were delicious, and the staff was friendly and helpful (thank you Katie for talking my boyfriend, who has dietary restrictions, through his options) but if I can't physically pick the taco up and eat it because it isn't double layered and just falls apart I'm gonna feel a certain way about paying $13 for two.",3,5,2
"$5 breakfast on weekdays between 7 and 9, yo. The latkes are not what I would consider a latke, and kind of a gross triangular wedge of potato and onion instead, but I heartily endorse the biscuit. They do not fuck up the eggs, which I appreciate.",5,3,2
Good pizza but they struggle terribly with delivery. Expect a least an hour wait any day of the week. Often shows up cold and hard.,3,1,2
"Love the food there! Parmagana pizza (prosciutto spinach) and steamed mussels with Alfredo sauce and white wine! Audience is ok, sometimes very loud but OK in general! Love the live music in the evening!!!",5,3,2
This sandwich shop is so awesome. 5 bucks or so. Fantastic bread. Great traditional sandwich. Friendly employees. Bail on Subway or Hoagies or Grinders or Cheesteak and give it a shot.,3,5,2
"Finally had me some Home Slice and ive got to tip my hat off to you boys. Well done. Being a pizza snob (i dont rate pizza unless it falls into the same category as Delorenzo's Trenton, Vince's NE Philly, Denino's Staten Island, you get me...) I didnt expect much from this foo-foo Vegan friendly spot. I was pleasantly surprised. The pie was crisp with just enough cheese to make it stretch just enough before tearing away with each bite. ill be back!",3,5,2
"Came here earlier on a Sunday morning just before the lunch rush and got seated immediately. Our family of 5 ordered all three soup dumpling dishes, a beef chow fun, a bean curd dish, and two appetizers. But I'll just focus on the soup dumplings. The dough was thicker than usual, but it was in good proportion to all the meat and soup! There's really not much difference in flavor between the pork and crab buns, so I would just stick with the pork ones from now on. But great soup flavor and meat stuffing. The beef chow fun had the crucial pan smoked flavor.",5,3,2
"The food was good and our server was friendly and attentive. We went in after a show at the Kimmel Center around lunchtime on a Saturday. The hostesses though, were terrible. When we walked in they were too engrossed in their conversation and ignored us for a good 2 minutes. When we finally got seated, the hostesses were MIA and people kept walking in and getting ready to leave because there was nobody to greet them and get them seated.",3,1,2
"This review is for happy hour only** After all the hype I was pretty disappointed by Porta, I'm sad to say :( The vibe is really cool overall, with garage doors open to the street and shared, picnic table seating (on one side of the restaurant).. but here's why it didn't meet my expectations: -Happy Hour cocktails were drenched in simple syrup to the point that they were inedible. Not worth $6. -The sliders (meatball and peppers) from the happy hour menu were cold when we got them and the baguette was so hard that we couldn't even bite through the sliders -The Three Trees salad was supposed to have prosciutto (yum) but instead came with crunchy bacon bits that tasted out of a container. It was soaked in a bitter vinaigrette. Would not recommend. We left bummed. I have heard that the pizza is good so I will plan to try that if I ever make it back and will update if so.",3,1,2
"Ordered take out after having eaten in the restaurant. The restaurant experience was great. Loved every single bite, super flavorful! Unfortunately the take out was not at the level I remembered. The Lamb vindaloo was good, definitely a small portion but good. The saag paneer was very soupy, lacking the creaminess and the flavor that you would expect. The ""baby eggplant cooked in hot tamarind sauce"" was soupy and full of garlic cloves Finally the paneer dosa was super greasy.... I love this place and I really hope this was a one off experience!",3,5,2
Grew up in that area. Glad to hear of all great restaurants up Passyunk Avenue and stateside being number one. We ran. Ok small plate place = small plates of okay food for same price as regular size meals at other great restaurants. Oysters were delicious yet ate one that had off smell and taste and I couldnt eat anymore oysters. Just mentioned it to waitress got a blank stare. Drinks were fun to try since they were olden day drinks that you only hear about. But would have enjoyed having full happy tummy for $ we spent from the NUMBER 1best of phila.,2,4,2
Don't use DoorDash or any other ordering service. Your food will not show up. This has happened to me twice now. They have their own driver but for some reason our order never gets delivered.,3,1,2
"their parking lot is a nightmare but once you circle it like 70 times, once inside its worth it..it is pretty tight with a cart but the prices and quick lines make up for it. I'm a bargain shopper so I use store brands and shop rite brand is top notch, the store card helps you save more money as well, so if you want to stretch your dollar I recommend shopping here.",3,5,2
"If you have a hankering for sweets, look no further than Swiss Haus. Having heard of the cronut for what seems like forever, I finally decided to give my husband something he would not forget on a snowy Valentine's Day - food. I was shocked to see that the cronut is actually a monstrosity. Seriously folks, they're big. But I got two anyway, chocolate and vanilla. Because you know, I had to try both flavors! The cronut did not disappoint, but really one is enough for two people to share and at $5 a piece, you probably want to bring a few friends with you. They only make them on the weekdays, so if you're looking for something sweet for Saturday or Sunday brunch, grab them on Friday morning. Excited to try some of the other sweet-toothed options at Swiss Haus, as they looked divine.",4,2,2
"Would love to able to review the food but couldn't, walked out after an hour and watching 5 other tables get served before us. Their food looked delicious though. Smelled great too. Coffee and water was pretty good. While nice, no one working there gave an excrement about what happened. (Update, they emailed me and offered me a gift card, didn't take it I was just happy to be acknowledged, so that was cool of them, thanks)",1,3,2
"Used to love this place. Took my gf here on our first date and all.. Fat Salmon has overtaken my heart on this one. I dont know what happened RAW, theyre just better. However, if you are here, the Tuna tar tar will is the best. If this joint ever loses that appetizer, im afraid itll be the end of my 3 yr love affair with Raw",3,5,2
"When some people go to Philadelphia, they think of Philly cheesesteaks. When they think of cheesesteaks, they usually think of either Pat's or Geno's. Those of you who talk to me about food probably already know that when I think of Pat's or Geno's, I think of paying ten dollars for the privilege of standing in a line, waiting for half an hour, and getting substandard tourist-trap tier food. After the experience, most people now need to brainwash themselves into thinking that they've made some sort of good financial and or culinary decision, lest their common sense takes over and they realize that they've been suckered by an establishment that prides themselves in serving fake cheese from an aerosol can on top of meat so dry and haphazardly made that even pre-2000's era Taco Bell would not think to use it in their food. Enter Koja, a Korean place that does a real cheesesteak, with real cheese, bulgogi meat, and can give it some heat if you want it to. For the same price, or a little cheaper, you get a much better cheesesteak with some stuff on the side, with none of the soul-wrenching guilt. Although I've only been twice, and only ever had their bulgogi cheesesteak, I've gotta say it's probably the best cheesesteak I've had in Philly. I've been to the famous, less-famous, and local stores, and this place beats them all. The meat is great, and they use real cheese. Definitely get it spicy!",4,2,2
Very good pizza. Good delivery. Had this pizza many times before. Never dissappoints if you order pizza. One time I got a Greek salad. I will stick to pizza. Greek salad was mediocre at best & used canned olives. Big turn off.,4,2,2
"Searched out this spot for breakfast today. Sounded great, so off I went with my wife and daughter. Sadly, they were closed today. Best to call ahead if you are going there. Love the outside environment, except it was pouring rain, off to Cake we went. Delicious!",3,5,2
"The quality at Rybread has come down. When they opened, they made a lot of absolutely outstanding sandwiches, but I've noticed more and more corners being cut despite their wild success. As a for instance, the San Antonio, formerly an absolutely incredible cold roast-beef sandwich, just melt-in-your-mouthy deliciousness, has had its roast beef replaced with... some other kind. Maybe it's a good brand like Boar's Head -- I'm willing to believe that -- but regardless, it certainly hasn't been a good change. Similarly, I've noticed a decline in the amount of meat and the amount of various toppings that make it onto the sandwiches. It's still a fine sandwich place -- the best among zero competition in the neighborhood -- but it used to be a GREAT place, and it's depressing that it just... isn't anymore.",3,5,2
"Went for happy hour with a friend. Experience is as follows: Drinks: meh Happy hour snacks: ok Service: very good, friendly Atmosphere: amazing! Drinks and food were ok but the restaurant decor literally made our mouths drop. It is too cute. Bartender that did happy hour for us was super friendly and accommodating!",3,5,2
"this place is 5 stars in the you get what you pay for and what you are expecting category. ok first off the drinks and the food is fairly priced. you usually do not have to wait for a table. the wait staff is attentive and the service is good. they seat big parties and do not have problems splitting bills or taking my multiple restaurant . com coupons i'm always using. secondly they have all types of vegan options, clearly labeled on the menu. third they have KARAOKE that is so much fun! seriously try it out. this place isnt fancy, it isnt trendy, it isnt high brow BUT it is affordable, comfortable, fun and a GREAT place to go if you want to have a nice dinner and dinks with friends",5,3,2
"I think given our experience, a 3 is generous but there were some aspects of this place that were nice. Our server was nice and they have a lot of vegan options which is always exciting for me (and why we came here). It's rare to find a vegan french toast when dining out and I was so excited for it. It was hands down the worst breakfast I have ever eaten. When they brought it out, I thought it was a chocolate bread but no...it was burnt. It's just deep fried bread. There was so much oil and grease in it that I felt sick. With each bite, my mouth became saturated with oil and the bread seemed to disintegrate. I can't even explain how bad it was. My husband ordered the regular chicken parm sandwich and said it was good but he felt sick afterwards too. We had to cancel our plans for the rest of the day and get a ride home where we both ended up throwing up. Part of me wants to come back to try the other menu items but I don't know if I can given how horrible our experience was today. If I do though, I will stay far away from the vegan French toast.",3,1,2
I finally got to try this place! It was better than i expected! The food took a bit to come out but it was worth the wait. I had the karai and it was very flavorful. The fatty pork was cooked just right. I wish there were more seats available. People were stalking people for tables... umm felt like i was in Flushings Chinatown Mall. Overall it was good. FYI spoke to the cashier and they are putting more tables in. Yay!,5,3,2
"I'm not a HUGE Mexican food fan, but there is no way I can give this place anything less than 5 stars. It's a well-done place, a great atmosphere, and a pretty cool location. The food is darn tasty...I've enjoyed it as much as any other restaurant in the city (but I keep my selections simple, ya know?) The place can be crowded...but never packed or ridiculous, etc. Reservations make it easy. Parking (local, free) is not much of an issue either. Prices are decent...and the margaritas are top-notch! This place is just another piece of the culinary puzzle that makes Philadelphia the best food city in the world! How dare New Yorkers call Philly their ""sixth borough""! They can keep their overpriced steakhouses and ""New York"" soft pretzels...what a joke!",5,3,2
"I came here with a friend on a Sunday afternoon. We were in Philly for the night, looking for something nearby the hotel before hitting the road. I have to be honest, I was impressed. The menu was quite nice, the food well prepared and presented, the service attentive, and the price very reasonable.",5,3,2
"Food is outstanding! Atmosphere is great! Outside bar is fun and lively! But...the bartenders. They have a chip on their shoulder. Too many times I've been at the outside bar and they don't even acknowledge your existence. They walk back and forth in front if you without a glance. At least say ""hello I'll be with you shortly."" They're slow, unfriendly, and have an attitude. And this is when it's not crowded. There have been several times my wife and I thought of going but decided to venture elsewhere because of the bartenders. I'll be back because it's practically in my backyard and the food is good but not as much as we would if the bartenders had a personality and dropped the attitude.",4,2,2
"Picked this spot to hide from all the pre-Super Bowl shows and hype. It was about half full inside but only one bartender working both the bar and those of us sitting at tables for food. Overall good experience and the food came out quick and hot. Only disappointment was the onion rings appetizer - completely tasteless. We tried the dip it came with, adding salt and pepper - it was just very flavorless coating. We each tried one and didn't touch them again. The bartender didn't ask how we were enjoying things because honestly he was really busy, so it was a shame to leave an entire plate of food behind.",4,2,2
"I don't like to experiment with brunch food. When I'm on the verge of vomiting and still feeling drunk from the night before, the last thing i want is a burrito stuffed with eggs and avocado. I like omelets covered with ketchup, toasted bagels covered with cream cheese and endless cups of orange juice.",2,4,2
"The food is ok, but we have had better here in the past. The main reason we went was for the cheese fries. This was always our hot spot for them. Things have obviously changed. We ordered 2 large cheese fries for the table. We ended up leaving an entire basket of fries that did not have cheese. When we asked if they would put more cheese, we were told that they would charge us. When I asked why they would charge us when it is obvious that it wasn't enough cheese we were told that they use a specific amount. If we can't get good cheese fries here I guess we will go across the street to Five Guys.",3,1,2
"I'm giving 5 stars bc it's Black owned and I'm always rooting for everybody Black. But truthfully, i wasn't that impressed and prob wouldn't order again. I had the red velvet waffle fried chicken sandwich. It was just ok. My expectations were a little high...maybe other items are better but it's just blah to me.",5,3,2
"Ordered a Caesar salad with shrimp but received a salad w/ tomatoes and red peppers. I didn't ask for that. But I think they were trying to compensate for the missing components of the Caesar, whatever the case, Would have been polite to put them on the side or give me the choice to choose a differ salad. They did take my name and number when I ordered.",1,3,2
"I have been here 4 times. The place looks really cool. The service as noted in other reviews is lackluster and unprofessional. The servers look sloppy and lack attentiveness - but I guess that is what Northern Liberties is about. You can tell too when you look at the condiments on the table- they could be cleaner. The kitchen closes weirdly for one hour between 4-5. All that being said - I will be back. The brisket sandwich is the best. I get it with less butter (if you don't it has way too much butter) Fries are awesome. The bottled beer comes out a little too warm - we all want nice cold beers. The bourbon pecan pie with sweet potato ice cream is excellent. I also had the chile rellano and it was awesome as well. Really different than expected and I love that. Oh, and the soda is off too... it is not good. When it was Deuce's the soda was not good either - maybe they kept the same lines. Even with the service and beverage flaws, the food is SO GOOD (kudos to the chef)- I will be back. Love the hours too. Being open late night until 1am is a bonus. It is not often I go to a place with medicore service because the food is so good!",4,2,2
"Good ramen. Hostess was rude and looked like she was the waitress too so she was running around. Got seated after 30 mins at the bar even though we came before other people and asked for the table and didn't give it to us but gave it to people after us. Rude how she didn't care. Plates were thrown in front of us instead of put down gently since they were in a rush. Waiters were screaming across the room to each other and were rushing me to get out when I just put my spoon down to finish. Although the ramen was good, it wasn't the best I've ever had. The atmosphere is fast paced and too crazy everywhere around the restaurant; therefore, not my cup of tea. As a result, I will not be coming back.",3,1,2
"Dined in the restaurant on Saturday night with a few friends. We were referring to it as the ""old people side"" since the bar side of the restaurant seemed way younger and since we were seated between a 6-top and 4-top of at least 60 year olds. It felt like the early bird, but it was 8pm. Anywho, the food was outstanding, the cheese board was delicious, burger was amazing, mussels were bland and didn't bring out any of the delectable ingredients in the broth, the grilled octopus was divine as well. The reason this place gets a 3 is clearly the service. I see that several Yelpers also have something less than nice to say. Jake's - you really need to clean house and have service that matches the food, otherwise people will stop coming. Our server, Richard (Dick), was a real pompous jerk. I would order a Riverhorse Tripel, but since I pronounced it as ""triple"" (which is definitely used in the beer world to describe a triple or tripel style ale), I was corrected, not once but twice, in an extremely condescending tone by the waiter enunciating ""TRI-PEL, so you'll have the Riverhorse Tripel"". This was the only ""Tripel"" on the menu and was the 1st beer listed, I think he knew what I wanted. Then there was some waiter-induced confusion in ordering the cheese and charcuterie plate. We began by ordering the 2 cheeses for the plate and waiter-man suggested their smoked gouda dip. We were clearly within the confines of ordering the charcuterie and were talked into the smoked gouda. When we tried to complete the plate, Dick said the smoked gouda is a separate dish and not included. At this point, he must have thought we were idiots and could not differentiate 2 separate items on a menu. He corrected us again and we ended up with a delicioius charcuterie plate. The 3rd and last straw was my ordering of the moscato. I simply asked for the moscato which was on the dessert menu in my hand. Again, with condescension, he perfectly enunciates ""Oh, the Moscato d'Asti"" in perfect snooty italian. I would go to this place for the outstanding food, but to be mocked by the service without cause or provocation is so unprofessional, I am never going back nor would I recommend this place to anyone I know.",3,5,2
New steaks are so bad go back to the old meats. Been going here for at least 12 years and my family from Virginia even didn't finish their steaks. Gave it 2 stars just because of remembering good times,2,4,2
"Have been here several times and the food is always delicious. We returned last night for Sugo Sunday and relearned a lesson-don't go out on Valentines Day. While all the servers were super nice, the courses were so rushed we could hardly enjoy them. We also recalled having more generous servings at our last visit particularly for dessert. The homemade ricotta is worth the trip but go later in the evening and maybe you won't be as rushed.",3,5,2
Service was so so. However the food was good. This was our second time eating at this place.,5,3,2
"Food was great, pacing of food was strange. Waiters were constantly trying to take plates away before we even finished them. It felt like we were constantly being interrupted. They should iron that out.",4,2,2
"These people charge roughly the same as a Philly bar, and not a high-end one. Like sitting in a Two Street tavern while waiting for your flight. After being ripped off by the standard ""$3 more for a 'double' shot industrial airport bars, this is an oasis.",3,1,2
"After coming here half a dozen times at the beckoning of other and trying several variations of the Pho, as well as the spring role, the Bánh mì and once even venturing into the more substantial dishes like the grilled beef short ribs, I have decided that mediocrity is the only common denominator in the food at Pho Palace. Like Jessica E., I too, upon discovering Pho Palace, had hoped to avoid the long drive to Pho 75 for a simple bowl of Pho on a cold day or Cafe Saigon for a tasty Vietnamese hoagie, both of which located on Adams Ave. But sadly, like Jessica E., I was disappointed at the complexity of the Pho broth. Frankly, the Pho needed more beef - but more importantly it needed cloves, coriander, star anise, cardamom and time to stew. The Bánh mì (hoagie) seemingly had all the right components: grilled pork, pickled dikon & carrots, cucumber, a secrete sauce, all topped with cilantro. But the major failure was the most basic of elements in any sandwich - the bread. It was not all together the fresh crusty brioche it aught to have been. The actual grilled pork left also something to be desired but it was forgivable - I guess. The service has its twists and turns here too. Orders are generally brought out in a flurry, with little consideration to common sense. Who in hell wants to eat salad while their soup cools inches away? This is not to say the everything is a wash at Pho Palace. The desserts, which are prepackaged delectable that are not made on site but purchased, are surprisingly very good. The ambiance of the place is quite a bit nicer then most Pho places and one can dine alfresco in the warmer months, a plus for those of us with pups in tow, though there is not much of a view. All in all, the reasonable pricing, local, ambiance are the real draw here. But if you want good Pho look elsewhere, you would be wise to survey up and down Adams Ave. P.S This place is Cash only, as others have mentioned, but an ATM is on premises.",2,4,2
As most have said there was a wait when we visited the Trolley Car. It was New Years day so a 30 minute wait was expected. I knew the they had a good beer selection but not 214! The menu is robust but we were only looking for breakfast. I didn't really go over the rest of the menu. I decided on the Eggs and Hash and my girlfriend had a pork roll sandwich. The corn beef hash is made in house and is the best I have ever had. I will be going back soon it was so good. The eggs were cooked as I asked and the home fries were great. My girlfriend liked her sandwich and had to take 1/2 of it home. As we were eating I noticed the man who was clearing the tables. He was working his A** off. I can't say the same for our waitress. She rushed my GF when taking our order. She never checked to see if we needed coffee so I had to ask for more. This didn't make a difference because we never got a refill. She did come over and hit both our empty cups with her stomach as she took the syrup from our table. I watched her stand with her hands folded and watch the man bus tables. She obviously didn't like to help out. When she brought our check ($19) we asked for a box to take the 1/2 sandwich home. I then went up to pay at the register. On my way back I made sure to tip the man clearing tables. I'm in the service industry and I can appreciate his strong work ethic. When I got back from paying my girlfriend still had not got a box. I walked up and asked for one myself. I always leave 20% for a tip but I just couldn't do it this time. Our waitress was so bad I think we left her $1.50 and a quick note. Even though our server was horrid I will be going back. I want to try the ADULT milkshakes next time.,3,1,2
I was in town visiting and stopped by this place due to their happy hour sign. I am glad I stoped in. I sat at the bar and had a good bartender who made a great gin and vermouth cocktail. Their happy hour lasts until 7pm.,3,5,2
"ok, no offense to anyone, but what is up with the guy who works there with the painted on groucho marx style eyebrows and the humongous wild west mustache? i am intrigued. At any rate, the people watching is excellent in their outside eating area and the atmosphere is great inside as well. I have only been here for drinks, but seriously, on the drinks tip - who has wine glasses with a ring to signify the alcohol portion? we are all adults here and if someone gets more than 2 oz. a glass the world is not going to end. So lighten up Caribou Cafe haven't you ever heard the saying, a day without wine is like a day without sunshine?",3,5,2
"I had read so many good reviews about this place and had been planning to visit for so long. Finally we went there today. We walked in late Sunday afternoon. We were greeted on the entrance and our host asked me if we had a reservation... I didn't know that we needed a reservation. He looked at me and said he might be able to get us a table outside. I looked in the restaurant and only 40 percent of the tables were occupied. Anyways, we were seated Inside after 5 minutes. I don't know what was his concerns. ..The inside decor is lovely. It feels like inside of Pottery barn. The service was slowish even though they were not that busy. I ordered Funghi pizza and baked eggs. Let me say this, it was the most delicious flat bread pizza I ever had. Wow. It really made up for the slow service and everything. The baked eggs were ok. We were also given complimentary bread basket to soak with the olive oil. We loved the food. The drinks were ok but were Pricey. In the end I ordered macaroons. We had coconut and pistachio flavors. Coconut was very sweet but the pistachio was perfect. You can try different types of olive oils on your way back or waiting for a table. And you may end up buying one :)",5,3,2
"Being from Los Angeles, I have only experienced california type pizza, nothing too special, but I still like it. Now when I lived in Center City/South Philly for almost two years, junk food was pretty normal . Cheese Steaks, Pizza, Pizza Fries, Pizza Steaks, Cheese Steak Eggrolls from the dirty fast food chinese place that serves you through a bullet proof glass window. Whats not to like? All bad for you, yet so good. When some local friends took me to Lorenzos, I was hooked, the first bite you take, you know its an authentic real east coast pizza. 2 slices of cheese and a coke. I am set. the price went up I think, but not bad of a price to pay when you come out of a bar on south street at midnight drunk and want something to eat. Lorenzos is one of the places i'll always remember about Philly.",4,2,2
"The customers that can't handle the iPad ordering style should have moved on instead of faulting the establishment for it. While the style is certainly different, it's rather innovative in that: 1) you're only bothered by staff when you want 2) there's no crowded bars to fight through to get a drink 3) you're in complete control of your experience While the system defaults to upcharges (that's capitalism folks), it's rather obvious how to change that. I certainly would never go out of my way to eat here, but it's more than fine while waiting for a flight. There's also charging stations at ever seat. For the price of a glass of wine (or whatever you want), this certainly beats waiting at the gate.",3,1,2
"The service is exceptional. Attentive and patient. My burger, which I was so looking forward to from my last experience, was disappointing. I ordered medium rare. It was not rare, and was barely medium. The escargot and Brussel sprouts were very good, although the portions were rather small.",4,2,2
"decent nachos.. from what I recall also I think they were very accommodating of all us yelpers who stormed in post the JGD elite event.. the waitress was attentive... and I like that... also it's right across from 30th street, and the football game was on . what else could I have asked for at the time?",3,1,2
We had a 7:30 reservation but were not seated until 8:30. We were told that other parties had arrived late but that is not in excuse. The food was good but the wait was ridicul. I would not go back due to this.,3,1,2
"I woke up super early with a couple friends and made the 8:30am walk to try Dottie's for the first time! I kept forgetting the donuts are vegan, but they are genuinely a bit lighter than your average donut! I recommend mixing classics with deluxes; I wish we picked a classic glazed. We ended up eating them in Clark Park, and it was a great start to the day! A little breakdown: lemon poppy: 3/5 pleasant but artificial tasting cinnamon sugar: 4/5 cookie butter: 5/5 apple fritter: 3/5 too sweet and too much frosting",3,5,2
